DateTime,wind_factor,lw_factor,ch,coef_mix_hyp,coef_mix_KH,sw_factor,cd,RMSE
2022-06-14 21:53:19,1.29428907017374,0.935323980998839,0.00142224433026657,5.81636410406678e-06,0.759282730489032,0.937883817100496,0.000741705514144241,1.45748066627153
2022-06-14 21:53:03,1.29428907017374,0.935323980998839,0.00142224433026657,5.81636410406678e-06,0.759282730489032,0.937883817100496,0.000741705514144241,1.45748066627153
2022-06-14 21:52:46,1.3,0.935161966485056,0.00139149135638038,4.5563169107119e-06,0.642672902627536,0.961029244483633,0.000811432927596046,1.46093747205106
2022-06-14 21:52:30,1.25779994936579,0.931876006850359,0.00141565860058265,6.27254778879928e-06,0.748532238863555,0.948981359434719,0.000769258682736721,1.46063447739874
2022-06-14 21:52:13,1.3,0.941865843580608,0.00126453905141997,6.55969569774526e-06,0.749244923379663,0.879026585685708,0.000886643390633659,1.48426439085271
2022-06-14 21:51:57,1.28263991390693,0.925503365495734,0.00140723642592007,5.31486800813728e-06,0.663776097450398,0.955991205004788,0.000985276729259249,1.46462597347683
2022-06-14 21:51:41,1.26006150651734,0.928302405279246,0.00136088997426718,5.98207965288476e-06,0.690551144843799,0.987376701916507,0.000829596161315982,1.47324715028565
2022-06-14 21:51:25,1.29428907017374,0.935323980998839,0.00142224433026657,5.81636410406678e-06,0.759282730489032,0.937883817100496,0.000741705514144241,1.45748066627153
2022-06-14 21:51:09,1.3,0.944865809540718,0.00128997488736971,5.9185111403036e-06,0.751696825876263,0.936573690195246,0.000907595399581304,1.46578969175761
2022-06-14 21:50:52,1.2891632499977,0.958584579168,0.00112317990406574,6.42082740614883e-06,0.687992976073578,0.957024048960322,0.000821440506603348,1.51068097486732
2022-06-14 21:50:36,1.29796287320694,0.925472839245579,0.00142069047698873,6.62245192260989e-06,0.708877116862363,0.940622673474104,0.000999484685713089,1.46726008520382
2022-06-14 21:50:20,1.24943265664487,0.896326781371851,0.00130844677873965,7.79520480585083e-06,0.779918208462289,1.02175774843369,0.000945036889868089,1.49241088922455
2022-06-14 21:50:04,1.26352225866525,0.924727917868692,0.00129869676717572,5.76951279345885e-06,0.711446470382106,0.952325670677198,0.000831464562111903,1.4718632872682
2022-06-14 21:49:47,1.27932080549697,0.939474669778852,0.0013862673913231,6.0371244116743e-06,0.697740202368662,0.92339951816135,0.000833791229952182,1.45626593651258
2022-06-14 21:49:31,1.23860958052106,0.94787478905441,0.00131527547347616,5.44367366131249e-06,0.659509043876515,0.929858686029474,0.000859622056578338,1.47287368745321
2022-06-14 21:49:14,1.3,0.934741594431737,0.00137677401923209,6.09289022832866e-06,0.758523676587152,0.956482647602046,0.000887246457718926,1.46317189077656
2022-06-14 21:48:58,1.25525888734075,0.950680234267338,0.00137682982909447,6.89933538979149e-06,0.734551781489802,0.984769505471661,0.000816364816462546,1.52355408425615
2022-06-14 21:48:42,1.28393675591465,0.948952893069966,0.00130430746612744,6.12743218142359e-06,0.658884475479554,0.927944240815496,0.000922696500619149,1.4656215746852
2022-06-14 21:48:27,1.29814435477333,0.919805334579706,0.00124434735993644,7.93265141335361e-06,0.663717799802215,0.978466808419442,0.00090745368499335,1.4687849566277
2022-06-14 21:48:10,1.3,0.908412608526235,0.00119627758067682,6.85679351495005e-06,0.688589852726159,0.963045635986857,0.000941347712233513,1.50733592534151
2022-06-14 21:47:55,1.260259260392,0.905351134065846,0.00128100749052974,6.4461646278292e-06,0.66090854747812,1.00458851475308,0.000901617243125061,1.4884665509623
2022-06-14 21:47:39,1.29957081783697,0.939389786997129,0.00128935261681069,6.49372573894908e-06,0.704885524434642,0.933111430989435,0.000883161189758602,1.45879643196099
2022-06-14 21:47:22,1.3,0.909677095742229,0.00116132252097189,7.51279514227041e-06,0.735746624126868,0.969342565824971,0.000801119586297735,1.48929802844856
2022-06-14 21:47:05,1.3,0.901056987756793,0.00116586033120657,8.42337178680243e-06,0.772710060618397,0.981910523473494,0.00093147353246071,1.50215247603535
2022-06-14 21:46:50,1.26728353958978,0.921035456197573,0.00130553376925504,6.70961100408821e-06,0.705319760147589,0.997097344814143,0.0010218665037533,1.48034692915797
2022-06-14 21:46:34,1.25720975719583,0.908157399747092,0.00130234533221898,6.80507824781613e-06,0.664862369917052,0.936282767213216,0.000897616594221272,1.50208233707795
