datetime,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Air_Temperature_celsius,Relative_Humidity_percent,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Surface_Level_Barometric_Pressure_pascal,Precipitation_millimeterPerDay
2018-06-21 12:00:00,2.28,20.73,61.03,428.36,88231.1,0.02
2018-06-21 13:00:00,0.99,19.75,75.51,260.97,88222.6,0.01
2018-06-21 14:00:00,1.11,20.00,75.24,250.08,88013.9,0.05
2018-06-21 15:00:00,0.78,17.09,89.37,109.42,88017.2,0.11
2018-06-21 16:00:00,0.77,17.68,83.85,265.94,88069.8,0.07
2018-06-21 17:00:00,0.71,16.15,89.69,112.97,88015.3,0.08
2018-06-21 18:00:00,0.71,15.97,90.52,110.72,88062.7,0.06
2018-06-21 19:00:00,0.68,14.72,94.28,36.31,88056.7,0.00
2018-06-21 20:00:00,0.66,14.53,94.85,28.89,88028.2,0.09
2018-06-21 21:00:00,0.72,14.30,95.39,2.58,88023.8,0.06
2018-06-21 22:00:00,0.80,13.75,95.48,0.31,88031.3,0.04
2018-06-21 23:00:00,0.80,13.59,95.70,0.89,88059.7,0.07
2018-06-22 00:00:00,0.77,13.67,95.41,0.83,88021.7,0.02
2018-06-22 01:00:00,0.79,13.45,95.54,0.83,88038.2,0.00
2018-06-22 02:00:00,0.83,13.34,95.60,0.14,88009.1,0.02
2018-06-22 03:00:00,0.77,13.28,95.59,0.00,87990.5,0.00
2018-06-22 04:00:00,0.73,13.12,95.59,9.31,87996.7,0.01
2018-06-22 05:00:00,0.80,12.94,95.58,0.06,88016.8,0.00
2018-06-22 06:00:00,0.60,13.61,95.17,21.22,88000.9,0.12
2018-06-22 07:00:00,0.64,14.63,93.56,56.81,87988.6,0.02
2018-06-22 08:00:00,0.76,15.94,90.17,98.75,88062.6,0.14
2018-06-22 09:00:00,0.78,16.75,86.20,199.78,88022.5,0.07
2018-06-22 10:00:00,0.78,18.11,83.64,297.53,88054.8,0.01
2018-06-22 11:00:00,1.93,19.99,64.51,467.47,88027.1,0.00
2018-06-22 12:00:00,2.15,20.55,64.36,399.53,88029.6,0.10
2018-06-22 13:00:00,2.50,21.85,57.67,434.11,88187.6,0.00
2018-06-22 14:00:00,2.52,21.83,56.65,446.25,88194.1,0.02
2018-06-22 15:00:00,2.62,21.79,59.43,424.28,88055.7,0.11
2018-06-22 16:00:00,2.59,21.78,60.83,403.22,88030.5,0.43
2018-06-22 17:00:00,1.64,19.97,73.40,357.42,87959.6,0.07
2018-06-22 18:00:00,0.76,17.38,86.10,279.69,88054.7,0.07
2018-06-22 19:00:00,1.51,18.21,74.32,182.22,88122.3,0.36
2018-06-22 20:00:00,1.09,16.50,79.88,128.25,88300.1,0.20
2018-06-22 21:00:00,0.85,15.05,88.64,112.06,88381.9,0.20
2018-06-22 22:00:00,1.16,15.78,81.14,163.92,88409.2,0.14
2018-06-22 23:00:00,0.99,15.35,83.77,170.50,88436.6,0.16
2018-06-23 00:00:00,0.85,13.63,86.06,131.72,88380.2,0.70
2018-06-23 01:00:00,0.80,13.49,86.17,125.61,88385.4,0.45
2018-06-23 02:00:00,0.80,13.19,87.37,123.31,88370.2,0.71
2018-06-23 03:00:00,0.79,11.40,94.59,19.97,88374.9,0.14
2018-06-23 04:00:00,0.77,10.93,94.66,14.39,88384,0.07
2018-06-23 05:00:00,0.75,10.86,94.53,13.44,88391.7,0.11
2018-06-23 06:00:00,0.66,11.29,94.13,58.94,88383.9,0.23
2018-06-23 07:00:00,0.52,12.37,90.28,182.36,88363.6,0.08
2018-06-23 08:00:00,0.75,15.05,86.33,285.92,88352.2,0.02
2018-06-23 09:00:00,1.14,16.54,74.59,447.47,88371.2,0.03
2018-06-23 10:00:00,1.72,17.89,65.42,598.94,88435.1,0.07
2018-06-23 11:00:00,1.72,18.36,65.13,533.94,88422.8,0.08
2018-06-23 12:00:00,1.92,18.69,63.62,460.39,88431.6,0.09
2018-06-23 13:00:00,1.95,18.90,63.47,457.75,88416.3,0.06
2018-06-23 14:00:00,2.06,19.10,63.38,487.19,88406.6,0.13
2018-06-23 15:00:00,1.96,18.86,65.90,465.33,88343.6,0.12
2018-06-23 16:00:00,1.88,18.56,70.15,406.81,88296.8,0.20
2018-06-23 17:00:00,1.23,17.33,80.39,216.94,88220.4,0.29
2018-06-23 18:00:00,0.82,16.49,87.24,160.67,88267.9,0.10
2018-06-23 19:00:00,0.85,15.35,91.53,50.19,88289.7,0.19
2018-06-23 20:00:00,0.76,14.47,93.92,22.42,88323.2,0.09
2018-06-23 21:00:00,0.70,13.18,95.02,9.72,88353.6,0.02
2018-06-23 22:00:00,0.74,12.09,95.69,5.08,88363.6,0.04
2018-06-23 23:00:00,0.85,11.13,95.63,3.08,88360,0.19
2018-06-24 00:00:00,0.85,10.88,95.58,2.83,88352.2,0.15
2018-06-24 01:00:00,0.86,10.62,95.56,3.33,88350.8,0.12
2018-06-24 02:00:00,0.93,10.01,95.60,1.11,88321.8,0.10
2018-06-24 03:00:00,0.89,9.94,95.67,0.83,88317.7,0.03
2018-06-24 04:00:00,0.93,9.27,95.62,1.06,88317.4,0.03
2018-06-24 05:00:00,0.90,9.06,95.59,1.17,88338,0.00
2018-06-24 06:00:00,0.70,9.81,95.48,16.53,88313.7,0.03
2018-06-24 07:00:00,0.48,12.01,92.09,156.50,88398.1,0.04
2018-06-24 08:00:00,0.68,14.22,88.88,258.64,88393.7,0.02
2018-06-24 09:00:00,0.81,15.80,86.25,330.97,88407.6,0.02
2018-06-24 10:00:00,0.94,16.48,85.05,304.61,88363.6,0.11
2018-06-24 11:00:00,0.86,17.10,82.76,300.69,88343.8,0.08
2018-06-24 12:00:00,0.97,17.83,81.47,264.92,88292.8,0.09
2018-06-24 13:00:00,1.01,17.89,81.47,297.86,88273.6,0.06
2018-06-24 14:00:00,1.90,18.41,71.88,407.22,88223,0.09
2018-06-24 15:00:00,1.46,17.66,75.70,306.28,88229.7,0.15
2018-06-24 16:00:00,0.95,16.58,86.20,210.50,88198.8,0.35
2018-06-24 17:00:00,0.87,16.35,88.35,93.06,88227.8,0.18
2018-06-24 18:00:00,0.82,16.04,89.89,75.89,88229,0.19
2018-06-24 19:00:00,0.81,15.40,92.57,55.81,88268.7,0.15
2018-06-24 20:00:00,0.75,14.52,93.46,29.03,88254.4,0.20
2018-06-24 21:00:00,0.71,14.03,95.42,9.14,88278.9,0.00
2018-06-24 22:00:00,0.70,12.50,94.68,29.06,88292.4,0.76
2018-06-24 23:00:00,0.87,10.92,95.94,1.19,88308.9,0.45
2018-06-25 00:00:00,0.87,10.62,95.95,0.64,88298.4,0.00
2018-06-25 01:00:00,0.82,10.36,95.66,0.78,88257.9,0.03
2018-06-25 02:00:00,0.91,9.40,95.60,0.14,88286.9,0.05
2018-06-25 03:00:00,0.92,8.68,95.61,0.06,88313.5,0.00
2018-06-25 04:00:00,0.87,8.48,95.55,0.00,88261.3,0.00
2018-06-25 05:00:00,0.89,8.49,95.64,0.08,88303.8,0.01
2018-06-25 06:00:00,0.71,8.83,95.55,11.67,88288.6,0.36
2018-06-25 07:00:00,0.50,10.71,94.33,94.19,88319.3,0.10
2018-06-25 08:00:00,0.36,11.42,93.99,100.25,88306.7,0.00
2018-06-25 09:00:00,0.61,13.76,89.51,221.89,88325.8,0.07
2018-06-25 10:00:00,0.87,15.91,87.16,308.64,88393.2,0.09
2018-06-25 11:00:00,0.81,16.50,85.60,288.14,88362.7,0.11
2018-06-25 12:00:00,1.23,17.97,76.33,357.78,88300.2,0.12
2018-06-25 13:00:00,1.86,18.90,65.12,481.08,88310.5,0.01
2018-06-25 14:00:00,2.12,20.36,64.96,474.47,88326.5,0.10
2018-06-25 15:00:00,1.91,18.82,65.05,385.39,88350.9,0.02
2018-06-25 16:00:00,1.95,19.23,65.81,369.58,88365.2,0.08
2018-06-25 17:00:00,1.05,17.87,79.31,197.28,88238.3,0.07
2018-06-25 18:00:00,0.86,16.68,86.81,197.56,88306.4,0.14
2018-06-25 19:00:00,0.79,15.63,89.76,71.00,88326,0.11
2018-06-25 20:00:00,0.80,14.30,92.94,32.06,88339.3,0.26
2018-06-25 21:00:00,0.71,13.37,93.95,15.47,88380.6,0.14
2018-06-25 22:00:00,0.73,11.98,95.64,5.08,88364.6,0.03
2018-06-25 23:00:00,0.80,11.15,95.25,5.56,88394.7,0.08
2018-06-26 00:00:00,0.83,10.71,95.47,3.36,88366.8,0.00
2018-06-26 01:00:00,0.79,10.12,95.28,8.03,88371.2,0.00
2018-06-26 02:00:00,0.81,10.16,95.25,6.53,88356.1,0.00
2018-06-26 03:00:00,0.86,10.02,95.20,3.89,88373.8,0.00
2018-06-26 04:00:00,0.83,9.18,95.40,1.69,88389.4,0.00
2018-06-26 05:00:00,0.83,9.03,95.40,1.72,88404.3,0.00
2018-06-26 06:00:00,0.61,10.62,94.04,47.47,88393.3,0.12
2018-06-26 07:00:00,0.46,12.08,90.09,188.89,88407.9,0.07
2018-06-26 08:00:00,0.71,14.59,88.51,262.53,88401.5,0.05
2018-06-26 09:00:00,0.81,15.97,83.28,349.36,88365,0.02
2018-06-26 10:00:00,0.87,17.13,82.18,332.81,88337,0.05
2018-06-26 11:00:00,1.76,18.28,65.87,572.81,88345.9,0.02
2018-06-26 12:00:00,2.08,20.01,63.52,509.25,88382,0.06
2018-06-26 13:00:00,2.26,20.49,63.45,457.69,88363.4,0.05
2018-06-26 14:00:00,2.44,21.66,59.98,447.36,88368.4,0.06
2018-06-26 15:00:00,2.49,21.65,59.46,428.47,88385,0.07
2018-06-26 16:00:00,2.14,20.11,69.97,329.03,88240.2,0.09
2018-06-26 17:00:00,2.48,21.20,64.40,411.06,88339.9,0.03
2018-06-26 18:00:00,1.87,18.79,67.86,342.97,88340.5,0.12
2018-06-26 19:00:00,0.89,16.73,87.50,77.83,88263.9,0.13
2018-06-26 20:00:00,0.76,15.90,90.19,44.39,88287.4,0.06
2018-06-26 21:00:00,0.72,14.24,94.90,14.14,88325.5,0.01
2018-06-26 22:00:00,0.71,13.07,95.56,7.92,88362.3,0.02
2018-06-26 23:00:00,0.74,12.10,95.81,7.47,88366.1,0.04
2018-06-27 00:00:00,0.82,11.16,95.72,3.14,88331.2,0.03
2018-06-27 01:00:00,0.88,10.90,95.68,1.14,88345.6,0.01
2018-06-27 02:00:00,0.90,10.29,95.67,1.19,88341.4,0.06
2018-06-27 03:00:00,0.89,10.30,95.82,1.22,88317,0.08
2018-06-27 04:00:00,0.86,10.19,95.92,1.64,88331.9,0.06
2018-06-27 05:00:00,0.89,10.20,95.87,1.56,88306.1,0.03
2018-06-27 06:00:00,0.75,10.25,95.85,9.31,88322.9,0.10
2018-06-27 07:00:00,0.49,12.06,90.35,185.75,88385.4,0.08
2018-06-27 08:00:00,0.68,15.37,83.90,277.92,88340,0.01
2018-06-27 09:00:00,0.78,16.52,81.72,346.78,88316.6,0.03
2018-06-27 10:00:00,1.43,18.19,70.13,480.39,88302.6,0.01
2018-06-27 11:00:00,2.18,20.14,66.80,466.22,88282.6,0.10
2018-06-27 12:00:00,2.17,20.07,69.89,472.17,88183.3,0.03
2018-06-27 13:00:00,2.32,20.37,69.65,457.03,88042.3,0.10
2018-06-27 14:00:00,2.25,20.25,70.08,370.08,88039.6,0.09
2018-06-27 15:00:00,2.22,20.28,70.05,433.42,88052.2,0.10
2018-06-27 16:00:00,2.12,19.61,70.55,411.36,88056.2,0.12
2018-06-27 17:00:00,1.88,18.61,71.14,258.47,88035.8,0.21
2018-06-27 18:00:00,1.78,18.22,73.20,195.19,88115.5,0.20
2018-06-27 19:00:00,1.31,17.49,76.32,166.19,88291.8,0.19
2018-06-27 20:00:00,1.21,16.13,81.53,131.50,88298.2,0.18
2018-06-27 21:00:00,0.98,15.67,84.27,146.25,88284.3,0.17
2018-06-27 22:00:00,0.73,14.05,93.68,19.92,88316.7,0.12
2018-06-27 23:00:00,0.78,13.93,91.72,63.86,88355.9,0.16
2018-06-28 00:00:00,0.75,12.98,93.53,26.78,88333.7,0.13
2018-06-28 01:00:00,0.75,12.14,94.07,30.64,88299.6,0.25
2018-06-28 02:00:00,0.73,11.67,95.28,15.25,88295.5,0.13
2018-06-28 03:00:00,0.77,11.35,94.97,13.53,88261,0.06
2018-06-28 04:00:00,0.79,10.76,95.20,11.19,88223.1,0.00
2018-06-28 05:00:00,0.84,10.42,95.39,2.36,88217.1,0.00
2018-06-28 06:00:00,0.72,10.71,95.20,19.86,88106.4,0.07
2018-06-28 07:00:00,0.62,11.74,94.17,50.89,88080.2,0.20
2018-06-28 08:00:00,0.59,12.23,93.48,87.56,88039.3,0.01
2018-06-28 09:00:00,0.53,12.73,93.43,92.42,88035.6,0.01
2018-06-28 10:00:00,0.57,12.89,93.41,93.89,88052.4,0.01
2018-06-28 11:00:00,0.57,13.44,93.28,97.31,88055.8,0.01
2018-06-28 12:00:00,0.62,15.53,83.83,244.28,88033.3,0.01
2018-06-28 13:00:00,0.71,16.48,82.09,313.03,87992.7,0.01
2018-06-28 14:00:00,0.76,16.68,81.80,252.19,87988.1,0.07
2018-06-28 15:00:00,0.86,17.38,78.62,299.53,87962.1,0.01
2018-06-28 16:00:00,0.88,16.82,86.62,79.31,87909.4,0.08
2018-06-28 17:00:00,0.78,15.92,87.86,58.47,87977.5,0.06
2018-06-28 18:00:00,0.66,15.10,93.42,29.83,87968,0.12
2018-06-28 19:00:00,0.68,14.58,94.42,17.14,87979.3,0.08
2018-06-28 20:00:00,0.66,14.47,94.37,15.14,87985.8,0.13
2018-06-28 21:00:00,0.67,13.25,95.02,6.56,87976.6,0.02
2018-06-28 22:00:00,0.68,13.01,94.71,10.53,87970.8,0.02
2018-06-28 23:00:00,0.70,11.90,95.21,5.33,87956.6,0.01
2018-06-29 00:00:00,0.75,11.67,95.07,3.81,87974.3,0.27
2018-06-29 01:00:00,0.72,11.43,94.66,17.81,87965.1,0.35
2018-06-29 02:00:00,0.80,11.14,95.36,4.36,87992.9,0.08
2018-06-29 03:00:00,0.82,10.63,95.24,1.44,87952,0.02
2018-06-29 04:00:00,0.82,10.27,95.33,1.75,87967.2,0.00
2018-06-29 05:00:00,0.90,9.97,95.28,0.53,87959.2,0.00
2018-06-29 06:00:00,0.75,10.27,95.22,14.39,87964.1,0.01
2018-06-29 07:00:00,0.51,12.61,90.94,169.42,88002.6,0.05
2018-06-29 08:00:00,0.74,15.96,82.42,325.69,88036.6,0.02
2018-06-29 09:00:00,0.78,17.19,81.45,349.53,88001.2,0.01
2018-06-29 10:00:00,0.80,17.32,81.33,337.31,88005.8,0.01
2018-06-29 11:00:00,0.78,17.35,81.34,332.33,87977.9,0.01
2018-06-29 12:00:00,0.81,19.22,80.58,275.14,87967.4,0.01
2018-06-29 13:00:00,1.88,20.27,69.28,340.28,87927.7,0.01
2018-06-29 14:00:00,2.63,21.45,53.71,505.39,88100.4,0.01
2018-06-29 15:00:00,2.44,20.98,63.48,455.67,87961.5,0.03
2018-06-29 16:00:00,2.42,21.23,59.96,400.44,88084.4,0.03
2018-06-29 17:00:00,2.40,20.85,59.85,418.89,88052.3,0.03
2018-06-29 18:00:00,2.50,21.62,56.15,385.53,88100.4,0.31
2018-06-29 19:00:00,0.87,18.74,81.24,112.61,87884.6,0.15
2018-06-29 20:00:00,0.79,17.02,87.09,56.28,87898.7,0.06
2018-06-29 21:00:00,0.73,15.17,93.83,20.56,87971.5,0.07
2018-06-29 22:00:00,0.69,14.13,94.93,22.94,87995.4,0.01
2018-06-29 23:00:00,0.68,13.48,94.90,15.53,88004.7,0.01
2018-06-30 00:00:00,0.67,12.99,94.86,18.53,88004.6,0.08
2018-06-30 01:00:00,0.71,12.08,95.22,17.78,87999.6,0.07
2018-06-30 02:00:00,0.75,11.99,95.37,20.00,87991.1,0.07
2018-06-30 03:00:00,0.79,11.17,95.25,4.53,87976.8,0.07
2018-06-30 04:00:00,0.81,11.12,95.29,14.86,87978.2,0.02
2018-06-30 05:00:00,0.76,11.03,95.48,11.56,87991.6,0.05
2018-06-30 06:00:00,0.58,12.38,94.26,45.53,88005.2,0.11
2018-06-30 07:00:00,0.58,14.80,90.57,167.11,88035.6,0.02
2018-06-30 08:00:00,0.72,16.27,82.48,319.83,88054.2,0.04
2018-06-30 09:00:00,0.82,17.69,82.04,348.92,88021.1,0.01
2018-06-30 10:00:00,0.76,18.68,79.58,335.44,87995.2,0.00
2018-06-30 11:00:00,2.34,21.46,58.23,607.08,88140.1,0.00
2018-06-30 12:00:00,2.55,22.27,43.43,417.36,88225.2,0.01
2018-06-30 13:00:00,2.61,22.37,42.75,408.94,88247.7,0.01
2018-06-30 14:00:00,2.61,22.47,42.22,429.86,88236.9,0.00
2018-06-30 15:00:00,2.66,22.46,42.31,450.11,88213.8,0.01
2018-06-30 16:00:00,2.86,22.32,48.17,397.89,88120.2,0.04
2018-06-30 17:00:00,2.98,21.92,49.25,388.25,88034.6,0.04
2018-06-30 18:00:00,2.50,20.67,66.24,328.58,87819.4,0.08
2018-06-30 19:00:00,0.76,19.26,83.38,109.64,87870.8,0.12
2018-06-30 20:00:00,0.81,17.62,87.39,67.67,87883,0.23
2018-06-30 21:00:00,0.78,17.21,87.96,64.44,87912.6,0.05
2018-06-30 22:00:00,0.73,15.72,91.99,36.33,87974.3,0.61
2018-06-30 23:00:00,0.71,14.76,94.41,18.08,87971,0.11
2018-07-01 00:00:00,0.90,15.33,88.43,4.19,88028.5,0.00
2018-07-01 01:00:00,0.93,14.99,88.53,10.86,88017.7,0.03
2018-07-01 02:00:00,0.87,14.69,88.92,7.97,88026.8,0.06
2018-07-01 03:00:00,0.74,13.89,92.76,3.06,88045.3,0.22
2018-07-01 04:00:00,0.78,13.64,92.42,2.64,88065.8,0.41
2018-07-01 05:00:00,0.93,13.51,90.57,2.92,88036.2,0.05
2018-07-01 06:00:00,0.55,14.89,90.08,53.28,88047.8,0.18
2018-07-01 07:00:00,0.73,16.32,85.19,132.92,88074.7,0.02
2018-07-01 08:00:00,1.07,18.71,73.00,442.50,88046.5,0.03
2018-07-01 09:00:00,1.43,19.15,71.05,565.81,88080.8,0.00
2018-07-01 10:00:00,2.13,20.65,67.93,647.03,88113.4,0.00
2018-07-01 11:00:00,2.53,21.47,65.25,616.31,88128.4,0.02
2018-07-01 12:00:00,2.34,22.28,61.99,631.17,88120.9,0.05
2018-07-01 13:00:00,2.26,21.87,62.56,596.44,88123.4,0.52
2018-07-01 14:00:00,2.16,21.31,66.86,544.72,88082.3,0.38
2018-07-01 15:00:00,2.18,20.35,69.34,368.22,88043,0.59
2018-07-01 16:00:00,2.23,20.39,70.28,434.72,88042.2,0.53
2018-07-01 17:00:00,2.15,20.59,71.39,417.56,88053.9,0.51
2018-07-01 18:00:00,2.28,19.61,71.64,317.72,88035.7,0.54
2018-07-01 19:00:00,2.01,18.46,77.38,109.81,87986.8,0.50
2018-07-01 20:00:00,1.64,18.06,78.18,58.25,88006.6,0.08
2018-07-01 21:00:00,0.94,17.09,85.03,57.86,88026,0.10
2018-07-01 22:00:00,0.87,16.42,86.21,57.75,88058.7,0.07
2018-07-01 23:00:00,0.85,16.15,87.89,1.72,88146.3,0.02
2018-07-02 00:00:00,0.95,16.12,87.60,9.53,88192.4,0.04
2018-07-02 01:00:00,0.94,15.92,88.00,10.89,88196.3,0.02
2018-07-02 02:00:00,0.84,15.31,88.64,1.89,88178,0.00
2018-07-02 03:00:00,0.87,15.27,88.52,6.47,88175.5,0.01
2018-07-02 04:00:00,0.89,15.12,88.39,3.08,88163.9,0.00
2018-07-02 05:00:00,0.81,14.89,88.83,2.00,88176.9,0.00
2018-07-02 06:00:00,0.89,15.00,89.12,4.19,88166.1,0.00
2018-07-02 07:00:00,0.83,15.10,88.33,6.22,88232.8,0.00
2018-07-02 08:00:00,0.74,15.28,89.05,21.67,88184.8,0.00
2018-07-02 09:00:00,0.68,15.80,86.86,83.69,88201.1,0.03
2018-07-02 10:00:00,1.22,17.87,76.40,556.33,88185.5,0.01
2018-07-02 11:00:00,2.18,19.51,69.92,695.08,88233.8,0.00
2018-07-02 12:00:00,2.34,20.29,66.79,654.89,88166.5,0.00
2018-07-02 13:00:00,2.36,20.86,66.40,640.64,88132.6,0.16
2018-07-02 14:00:00,2.25,20.46,67.36,557.00,88104.6,0.46
2018-07-02 15:00:00,2.11,19.48,70.56,474.72,88053.7,0.52
2018-07-02 16:00:00,2.20,19.08,72.11,482.08,88049.8,0.62
2018-07-02 17:00:00,1.29,18.44,77.31,104.94,88035.9,0.03
2018-07-02 18:00:00,1.18,17.89,79.84,68.47,88039.5,0.19
2018-07-02 19:00:00,0.89,16.33,87.84,31.36,88042.5,0.07
2018-07-02 20:00:00,0.80,16.03,88.64,2.19,88152.6,0.02
2018-07-02 21:00:00,0.82,15.58,88.22,0.64,88241,0.00
2018-07-02 22:00:00,0.88,15.41,90.87,1.83,88214.2,0.00
2018-07-02 23:00:00,0.83,15.28,89.75,1.69,88247.8,0.16
2018-07-03 00:00:00,0.75,14.43,92.38,5.97,88200.6,0.39
2018-07-03 01:00:00,0.78,14.39,91.73,0.61,88208.7,0.01
2018-07-03 02:00:00,0.80,13.89,91.82,1.31,88194.4,0.01
2018-07-03 03:00:00,0.87,13.91,94.02,6.00,88202,0.48
2018-07-03 04:00:00,0.83,13.74,93.94,0.72,88188.3,0.27
2018-07-03 05:00:00,0.87,13.88,93.36,0.25,88205.4,0.43
2018-07-03 06:00:00,0.73,13.85,91.98,3.36,88237.2,0.30
2018-07-03 07:00:00,0.63,14.55,88.58,76.19,88216.7,0.14
2018-07-03 08:00:00,0.92,17.79,77.06,409.72,88245.4,0.00
2018-07-03 09:00:00,1.54,18.85,73.16,610.53,88230.9,0.00
2018-07-03 10:00:00,2.06,19.93,69.65,669.36,88257.7,0.00
2018-07-03 11:00:00,2.64,20.53,67.34,631.08,88273.4,0.00
2018-07-03 12:00:00,2.71,21.69,65.11,619.44,88208.5,0.06
2018-07-03 13:00:00,2.09,20.46,69.47,514.94,88071.8,0.46
2018-07-03 14:00:00,1.38,18.19,80.79,140.08,88086.2,1.62
2018-07-03 15:00:00,1.09,17.13,85.97,114.53,88117.8,0.13
2018-07-03 16:00:00,1.55,16.29,89.43,64.56,88210.5,5.07
2018-07-03 17:00:00,2.47,13.70,95.90,0.00,88590,0.40
2018-07-03 18:00:00,0.86,12.80,97.39,10.50,88245.2,3.13
2018-07-03 19:00:00,0.82,13.27,97.31,14.61,88228.8,1.88
2018-07-03 20:00:00,0.79,13.57,97.19,7.28,88260.6,0.63
2018-07-03 21:00:00,0.69,12.63,97.29,2.19,88250.7,0.02
2018-07-03 22:00:00,0.73,12.21,97.43,3.33,88260.2,0.10
2018-07-03 23:00:00,0.74,12.13,97.40,2.06,88201.1,0.07
2018-07-04 00:00:00,0.78,12.04,97.52,2.61,88268.2,0.02
2018-07-04 01:00:00,0.88,11.86,97.59,3.11,88330.7,0.08
2018-07-04 02:00:00,0.91,11.43,97.53,2.50,88330.6,0.06
2018-07-04 03:00:00,0.89,11.00,97.59,2.78,88319,0.03
2018-07-04 04:00:00,0.89,11.27,97.61,3.28,88324.4,0.03
2018-07-04 05:00:00,0.90,10.97,97.59,2.69,88317.9,0.07
2018-07-04 06:00:00,0.88,11.78,97.54,6.06,88362.6,0.01
2018-07-04 07:00:00,0.74,12.56,97.01,58.97,88283.8,0.37
2018-07-04 08:00:00,0.58,12.54,92.78,83.67,88281.2,0.27
2018-07-04 09:00:00,0.90,15.70,84.06,339.81,88297.2,0.00
2018-07-04 10:00:00,1.26,17.80,76.30,592.78,88272.4,0.00
2018-07-04 11:00:00,1.31,17.96,75.23,636.53,88256.1,0.00
2018-07-04 12:00:00,1.16,18.26,73.52,590.33,88247.8,0.00
2018-07-04 13:00:00,1.31,19.40,69.96,563.47,88273.1,0.00
2018-07-04 14:00:00,1.08,17.52,83.23,79.50,88250.1,0.16
2018-07-04 15:00:00,1.15,16.13,85.39,136.36,88265.8,0.63
2018-07-04 16:00:00,0.74,16.64,85.04,112.69,88271.4,0.00
2018-07-04 17:00:00,0.70,15.97,89.30,70.33,88270.4,0.16
2018-07-04 18:00:00,0.61,15.45,88.87,47.33,88281.1,0.01
2018-07-04 19:00:00,0.89,15.03,92.07,5.64,88261.8,0.10
2018-07-04 20:00:00,0.92,14.50,93.75,5.97,88261.1,0.30
2018-07-04 21:00:00,0.85,13.76,92.08,2.06,88288.7,0.12
2018-07-04 22:00:00,0.74,13.63,93.00,0.86,88265.5,0.01
2018-07-04 23:00:00,0.92,12.33,96.34,0.08,88292.8,0.45
2018-07-05 00:00:00,0.89,11.92,97.16,0.11,88266.3,0.19
2018-07-05 01:00:00,0.89,12.24,97.16,7.61,88254.7,0.77
2018-07-05 02:00:00,0.85,10.89,97.16,0.14,88236.1,0.10
2018-07-05 03:00:00,0.85,11.04,97.09,0.50,88229.3,0.09
2018-07-05 04:00:00,0.87,11.04,96.50,0.53,88215.3,0.01
2018-07-05 05:00:00,0.83,11.05,97.02,0.75,88213.7,0.01
2018-07-05 06:00:00,0.87,11.71,97.18,7.67,88259.8,1.18
2018-07-05 07:00:00,0.88,12.74,96.95,23.61,88248.4,1.17
2018-07-05 08:00:00,0.83,13.50,90.49,166.11,88232.9,0.17
2018-07-05 09:00:00,0.78,15.00,86.36,184.58,88252.9,0.02
2018-07-05 10:00:00,0.88,16.00,83.67,339.92,88243,0.01
2018-07-05 11:00:00,1.23,17.65,77.72,473.22,88212,0.00
2018-07-05 12:00:00,1.09,18.49,72.65,556.78,88181.8,0.02
2018-07-05 13:00:00,1.29,18.79,71.36,524.00,88134.5,0.00
2018-07-05 14:00:00,1.26,17.63,77.97,359.08,88057.2,0.00
2018-07-05 15:00:00,1.09,18.45,75.05,474.67,88060.1,0.00
2018-07-05 16:00:00,1.10,18.36,75.06,456.25,88047.5,0.00
2018-07-05 17:00:00,1.00,18.73,74.21,447.81,88064.4,0.00
2018-07-05 18:00:00,0.97,18.24,78.12,135.06,88028.5,0.00
2018-07-05 19:00:00,1.25,17.67,79.19,104.14,87995.4,0.17
2018-07-05 20:00:00,0.87,15.82,89.01,53.56,88044.4,3.34
2018-07-05 21:00:00,0.90,14.02,95.71,7.33,88081.7,3.94
2018-07-05 22:00:00,0.82,13.87,96.76,0.19,88174.4,1.66
2018-07-05 23:00:00,0.82,13.29,97.12,1.28,88178.2,0.68
2018-07-06 00:00:00,0.79,12.09,97.57,0.06,88130,0.03
2018-07-06 01:00:00,0.83,11.54,97.59,0.19,88117.5,0.02
2018-07-06 02:00:00,0.79,11.25,97.49,2.67,88109.4,0.39
2018-07-06 03:00:00,0.78,10.95,97.54,0.44,88100.3,0.03
2018-07-06 04:00:00,0.84,10.89,97.37,1.11,88103.5,0.10
2018-07-06 05:00:00,0.82,10.89,97.32,3.03,88118.3,0.53
2018-07-06 06:00:00,0.81,10.93,97.20,15.25,88134.4,0.34
2018-07-06 07:00:00,0.71,12.66,93.50,106.08,88189.4,0.36
2018-07-06 08:00:00,0.67,13.09,89.02,105.11,88181.9,0.05
2018-07-06 09:00:00,0.91,16.25,82.96,348.06,88176.2,0.00
2018-07-06 10:00:00,1.20,17.83,75.02,644.39,88181.1,0.01
2018-07-06 11:00:00,2.19,18.83,69.68,748.50,88196.1,0.00
2018-07-06 12:00:00,2.25,19.32,66.16,494.78,88212,0.66
2018-07-06 13:00:00,2.33,18.76,68.89,384.14,88230.3,0.22
2018-07-06 14:00:00,1.49,18.19,72.51,434.42,88249.2,0.10
2018-07-06 15:00:00,1.22,18.97,69.89,435.33,88233.5,0.14
2018-07-06 16:00:00,2.28,18.58,70.24,465.03,88216.9,0.10
2018-07-06 17:00:00,1.08,18.77,70.90,323.19,88226.1,0.19
