datetime,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Air_Temperature_celsius,Relative_Humidity_percent,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Surface_Level_Barometric_Pressure_pascal,Precipitation_millimeterPerDay
2017-01-01 00:00:00,0.00,-5.90,87.40,0.00,88780,0.00
2017-01-01 01:00:00,0.11,-6.10,88.00,0.00,88750,0.00
2017-01-01 02:00:00,0.00,-6.10,87.20,0.00,88700,0.00
2017-01-01 03:00:00,0.11,-6.10,86.50,0.00,88640,0.00
2017-01-01 04:00:00,0.11,-6.30,86.60,0.00,88570,0.00
2017-01-01 05:00:00,0.11,-6.50,87.80,0.00,88520,0.00
2017-01-01 06:00:00,0.00,-6.30,84.40,0.00,88480,0.00
2017-01-01 07:00:00,0.00,-6.50,86.50,0.00,88450,0.00
2017-01-01 08:00:00,0.00,-6.70,88.60,0.00,88440,0.00
2017-01-01 09:00:00,0.00,-6.60,88.40,0.00,88430,0.00
2017-01-01 10:00:00,0.00,-6.40,86.30,0.00,88410,0.00
2017-01-01 11:00:00,0.00,-6.20,86.00,11.11,88390,0.00
2017-01-01 12:00:00,0.00,-5.80,86.80,11.11,88330,0.00
2017-01-01 13:00:00,0.11,-4.50,80.70,11.11,88240,0.00
2017-01-01 14:00:00,0.11,-3.50,71.80,11.11,88170,0.00
2017-01-01 15:00:00,0.54,-2.20,62.80,11.11,88130,0.00
2017-01-01 16:00:00,0.54,-2.10,60.40,0.00,88150,0.00
2017-01-01 17:00:00,0.22,-3.20,68.00,0.00,88130,0.00
2017-01-01 18:00:00,0.22,-4.20,74.10,0.00,88150,0.00
2017-01-01 19:00:00,0.22,-4.50,74.50,0.00,88160,0.00
2017-01-01 20:00:00,0.11,-5.20,79.00,0.00,88160,0.00
2017-01-01 21:00:00,0.11,-5.70,80.80,0.00,88170,0.00
2017-01-01 22:00:00,0.00,-6.00,82.30,0.00,88160,0.00
2017-01-01 23:00:00,0.00,-6.50,85.10,0.00,88150,0.00
2017-01-02 00:00:00,0.11,-6.60,85.20,0.00,88160,0.00
2017-01-02 01:00:00,0.32,-6.60,83.90,0.00,88130,0.00
2017-01-02 02:00:00,0.11,-6.80,84.10,0.00,88100,0.00
2017-01-02 03:00:00,0.32,-7.00,82.40,0.00,88090,0.00
2017-01-02 04:00:00,0.32,-7.10,83.00,0.00,88060,0.00
2017-01-02 05:00:00,0.22,-7.30,84.50,0.00,88030,0.00
2017-01-02 06:00:00,0.00,-7.50,86.00,0.00,88000,0.00
2017-01-02 07:00:00,0.11,-7.70,86.60,0.00,87980,0.00
2017-01-02 08:00:00,0.11,-7.60,87.20,0.00,87980,0.00
2017-01-02 09:00:00,0.22,-7.60,86.60,0.00,87980,0.00
2017-01-02 10:00:00,0.22,-7.00,84.00,0.00,87970,0.00
2017-01-02 11:00:00,0.11,-6.90,84.80,11.11,87970,0.00
2017-01-02 12:00:00,0.32,-6.10,81.80,11.11,87890,0.00
2017-01-02 13:00:00,0.43,-4.80,72.60,13.89,87800,0.00
2017-01-02 14:00:00,0.32,-3.40,68.50,66.67,87720,0.00
2017-01-02 15:00:00,0.43,-2.80,66.20,27.78,87690,0.00
2017-01-02 16:00:00,0.43,-2.00,65.50,41.67,87680,0.00
2017-01-02 17:00:00,0.32,-2.70,67.50,2.78,87650,0.00
2017-01-02 18:00:00,0.43,-3.30,69.90,0.00,87650,0.00
2017-01-02 19:00:00,0.22,-3.30,70.20,0.00,87650,0.00
2017-01-02 20:00:00,0.22,-3.40,73.30,0.00,87650,0.00
2017-01-02 21:00:00,0.32,-3.50,72.50,0.00,87660,0.00
2017-01-02 22:00:00,0.54,-3.50,69.60,0.00,87670,0.00
2017-01-02 23:00:00,0.32,-3.30,71.20,0.00,87680,0.00
2017-01-03 00:00:00,0.43,-3.10,73.10,0.00,87650,0.00
2017-01-03 01:00:00,0.65,-3.10,74.20,0.00,87650,0.00
2017-01-03 02:00:00,0.43,-3.00,73.60,0.00,87660,0.00
2017-01-03 03:00:00,0.43,-2.90,70.00,0.00,87730,0.00
2017-01-03 04:00:00,0.65,-3.20,68.10,0.00,87790,0.00
2017-01-03 05:00:00,0.86,-4.00,68.80,0.00,87830,0.00
2017-01-03 06:00:00,0.86,-4.50,67.70,0.00,87880,0.00
2017-01-03 07:00:00,0.86,-5.10,67.50,0.00,87950,0.00
2017-01-03 08:00:00,0.75,-5.80,67.40,0.00,88000,0.00
2017-01-03 09:00:00,0.86,-6.10,64.20,0.00,88090,0.00
2017-01-03 10:00:00,0.97,-6.10,62.50,5.56,88150,0.00
2017-01-03 11:00:00,0.75,-6.00,62.60,11.11,88180,0.00
2017-01-03 12:00:00,0.54,-6.00,62.90,11.11,88150,0.00
2017-01-03 13:00:00,0.65,-5.40,54.60,11.11,88140,0.00
2017-01-03 14:00:00,0.86,-4.40,44.80,11.11,88090,0.00
2017-01-03 15:00:00,1.08,-3.70,43.50,11.11,88080,0.00
2017-01-03 16:00:00,0.97,-3.90,49.60,5.56,88090,0.00
2017-01-03 17:00:00,0.86,-4.50,53.60,0.00,88120,0.00
2017-01-03 18:00:00,0.97,-5.10,53.00,0.00,88110,0.00
2017-01-03 19:00:00,0.97,-5.40,53.10,0.00,88060,0.00
2017-01-03 20:00:00,0.86,-5.60,55.30,0.00,88090,0.00
2017-01-03 21:00:00,0.86,-6.10,57.10,0.00,88100,0.00
2017-01-03 22:00:00,0.86,-6.40,56.30,0.00,88100,0.00
2017-01-03 23:00:00,0.65,-6.50,57.00,0.00,88040,0.00
2017-01-04 00:00:00,0.65,-6.70,58.80,0.00,88000,0.00
2017-01-04 01:00:00,0.54,-6.90,60.10,0.00,87960,0.00
2017-01-04 02:00:00,0.54,-6.90,59.90,0.00,87890,0.00
2017-01-04 03:00:00,0.54,-7.20,62.00,0.00,87850,0.00
2017-01-04 04:00:00,0.54,-7.20,61.50,0.00,87800,0.00
2017-01-04 05:00:00,0.75,-7.10,63.10,0.00,87690,0.00
2017-01-04 06:00:00,0.86,-6.50,59.30,0.00,87590,0.00
2017-01-04 07:00:00,0.86,-6.50,61.10,0.00,87500,0.00
2017-01-04 08:00:00,0.75,-6.50,63.40,0.00,87420,0.00
2017-01-04 09:00:00,0.75,-6.10,62.80,2.78,87390,0.00
2017-01-04 10:00:00,0.65,-5.60,64.40,11.11,87350,0.00
2017-01-04 11:00:00,0.75,-4.80,67.80,36.11,87280,0.00
2017-01-04 12:00:00,0.75,-3.60,68.30,58.33,87180,0.00
2017-01-04 13:00:00,1.29,-1.80,60.50,52.78,87070,0.00
2017-01-04 14:00:00,2.04,1.70,45.50,47.22,86920,0.00
2017-01-04 15:00:00,4.73,6.70,21.90,69.44,86810,0.00
2017-01-04 16:00:00,4.95,6.20,21.20,38.89,86840,0.00
2017-01-04 17:00:00,3.76,6.10,21.20,5.56,86850,0.00
2017-01-04 18:00:00,4.84,5.90,20.50,0.00,86870,0.00
2017-01-04 19:00:00,2.47,3.60,24.20,0.00,86820,0.00
2017-01-04 20:00:00,3.55,3.60,21.80,0.00,86880,0.00
2017-01-04 21:00:00,2.90,3.20,27.20,0.00,87000,0.00
2017-01-04 22:00:00,2.37,1.20,35.20,0.00,87100,0.00
2017-01-04 23:00:00,2.15,0.60,30.60,0.00,87150,0.00
2017-01-05 00:00:00,1.72,-1.50,53.60,0.00,87190,0.00
2017-01-05 01:00:00,1.29,-2.20,45.10,0.00,87190,0.00
2017-01-05 02:00:00,1.72,-1.90,32.90,0.00,87170,0.00
2017-01-05 03:00:00,1.40,-1.50,25.40,0.00,87160,0.00
2017-01-05 04:00:00,0.75,-2.80,34.30,0.00,87130,0.00
2017-01-05 05:00:00,0.86,-3.40,40.00,0.00,87150,0.00
2017-01-05 06:00:00,1.72,-3.10,51.30,0.00,87230,0.00
2017-01-05 07:00:00,2.37,-3.20,42.40,0.00,87300,0.00
2017-01-05 08:00:00,2.58,-3.30,29.70,0.00,87310,0.00
2017-01-05 09:00:00,2.37,-3.30,20.50,8.33,87330,0.00
2017-01-05 10:00:00,3.98,-3.30,23.40,58.33,87390,0.00
2017-01-05 11:00:00,1.94,-4.30,38.40,80.56,87510,0.00
2017-01-05 12:00:00,3.01,-3.60,24.40,125.00,87490,0.00
2017-01-05 13:00:00,4.30,-3.30,19.00,113.89,87490,0.00
2017-01-05 14:00:00,5.05,-3.20,15.60,88.89,87510,0.00
2017-01-05 15:00:00,4.19,-3.50,14.00,72.22,87590,0.00
2017-01-05 16:00:00,4.41,-3.90,13.80,30.56,87670,0.00
2017-01-05 17:00:00,4.52,-4.50,13.20,0.00,87730,0.00
2017-01-05 18:00:00,3.12,-5.00,14.40,0.00,87810,0.00
2017-01-05 19:00:00,1.51,-6.00,20.20,0.00,87860,0.00
2017-01-05 20:00:00,1.08,-7.40,27.10,0.00,87900,0.00
2017-01-05 21:00:00,1.94,-6.80,27.20,0.00,87960,0.00
2017-01-05 22:00:00,0.86,-8.00,35.70,0.00,88000,0.00
2017-01-05 23:00:00,1.08,-9.00,41.50,0.00,88040,0.00
2017-01-06 00:00:00,0.75,-10.30,47.80,0.00,88120,0.00
2017-01-06 01:00:00,0.86,-10.80,50.80,0.00,88180,0.00
2017-01-06 02:00:00,0.75,-10.80,52.30,0.00,88220,0.00
2017-01-06 03:00:00,0.65,-11.20,53.20,0.00,88280,0.00
2017-01-06 04:00:00,0.75,-11.60,55.50,0.00,88320,0.00
2017-01-06 05:00:00,0.86,-11.90,56.80,0.00,88360,0.00
2017-01-06 06:00:00,0.65,-12.20,58.40,0.00,88350,0.00
2017-01-06 07:00:00,0.65,-12.50,59.30,0.00,88380,0.00
2017-01-06 08:00:00,0.97,-12.40,56.20,0.00,88430,0.00
2017-01-06 09:00:00,0.54,-12.40,54.40,0.00,88480,0.00
2017-01-06 10:00:00,0.65,-12.10,54.60,5.56,88490,0.00
2017-01-06 11:00:00,0.75,-11.80,55.00,11.11,88490,0.00
2017-01-06 12:00:00,0.86,-11.40,56.80,11.11,88460,0.00
2017-01-06 13:00:00,0.75,-10.60,44.80,11.11,88420,0.00
2017-01-06 14:00:00,0.97,-9.70,37.00,11.11,88370,0.00
2017-01-06 15:00:00,1.18,-9.20,33.20,11.11,88350,0.00
2017-01-06 16:00:00,0.86,-9.40,43.70,5.56,88350,0.00
2017-01-06 17:00:00,0.86,-10.20,47.40,0.00,88350,0.00
2017-01-06 18:00:00,0.86,-10.80,51.30,0.00,88410,0.00
2017-01-06 19:00:00,1.08,-11.00,50.60,0.00,88430,0.00
2017-01-06 20:00:00,0.97,-11.30,48.40,0.00,88470,0.00
2017-01-06 21:00:00,1.08,-11.10,43.70,0.00,88490,0.00
2017-01-06 22:00:00,0.86,-11.20,42.80,0.00,88490,0.00
2017-01-06 23:00:00,0.86,-11.60,43.80,0.00,88470,0.00
2017-01-07 00:00:00,0.97,-11.80,45.00,0.00,88460,0.00
2017-01-07 01:00:00,0.97,-11.80,45.30,0.00,88460,0.00
2017-01-07 02:00:00,0.97,-11.60,45.40,0.00,88450,0.00
2017-01-07 03:00:00,0.65,-11.60,45.50,0.00,88440,0.00
2017-01-07 04:00:00,0.86,-11.60,42.60,0.00,88430,0.00
2017-01-07 05:00:00,0.97,-11.50,44.10,0.00,88390,0.00
2017-01-07 06:00:00,0.97,-11.60,43.30,0.00,88360,0.00
2017-01-07 07:00:00,0.86,-11.30,44.30,0.00,88350,0.00
2017-01-07 08:00:00,0.75,-11.20,47.20,0.00,88350,0.00
2017-01-07 09:00:00,0.54,-10.90,47.60,0.00,88360,0.00
2017-01-07 10:00:00,0.32,-10.80,53.50,8.33,88340,0.00
2017-01-07 11:00:00,0.43,-10.30,55.80,11.11,88350,0.00
2017-01-07 12:00:00,0.43,-9.20,54.10,11.11,88310,0.00
2017-01-07 13:00:00,0.65,-8.10,38.60,22.22,88280,0.00
2017-01-07 14:00:00,0.65,-6.90,33.40,19.44,88230,0.00
2017-01-07 15:00:00,0.65,-6.10,39.40,11.11,88230,0.00
2017-01-07 16:00:00,0.54,-5.90,47.20,5.56,88210,0.00
2017-01-07 17:00:00,0.54,-6.40,53.00,0.00,88240,0.00
2017-01-07 18:00:00,0.75,-7.00,57.20,0.00,88260,0.00
2017-01-07 19:00:00,0.43,-7.60,63.80,0.00,88270,0.00
2017-01-07 20:00:00,0.86,-7.70,60.40,0.00,88220,0.00
2017-01-07 21:00:00,0.65,-8.40,54.90,0.00,88240,0.00
2017-01-07 22:00:00,0.43,-9.00,59.20,0.00,88220,0.00
2017-01-07 23:00:00,0.32,-9.80,60.70,0.00,88200,0.00
2017-01-08 00:00:00,0.32,-10.30,66.50,0.00,88180,0.00
2017-01-08 01:00:00,0.43,-10.60,69.00,0.00,88150,0.00
2017-01-08 02:00:00,0.54,-10.70,71.20,0.00,88080,0.00
2017-01-08 03:00:00,0.75,-10.70,71.70,0.00,88000,0.00
2017-01-08 04:00:00,0.54,-10.80,70.90,0.00,87970,0.00
2017-01-08 05:00:00,0.65,-10.80,76.10,0.00,87920,0.00
2017-01-08 06:00:00,0.75,-10.30,78.70,0.00,87880,0.00
2017-01-08 07:00:00,0.65,-9.80,80.90,0.00,87880,0.00
2017-01-08 08:00:00,0.65,-9.20,84.60,0.00,87860,0.00
2017-01-08 09:00:00,0.43,-8.50,86.20,0.00,87860,0.00
2017-01-08 10:00:00,0.43,-7.70,86.50,11.11,87900,0.00
2017-01-08 11:00:00,0.86,-6.80,84.90,11.11,87960,0.00
2017-01-08 12:00:00,0.65,-5.80,81.50,16.67,87990,0.00
2017-01-08 13:00:00,0.75,-4.50,73.40,11.11,87960,0.00
2017-01-08 14:00:00,1.08,-3.30,64.20,11.11,87950,0.00
2017-01-08 15:00:00,1.08,-2.40,59.10,11.11,88010,0.00
2017-01-08 16:00:00,0.75,-3.10,63.00,5.56,88050,0.00
2017-01-08 17:00:00,0.75,-4.20,67.10,0.00,88110,0.00
2017-01-08 18:00:00,0.75,-4.80,69.10,0.00,88170,0.00
2017-01-08 19:00:00,0.97,-5.30,67.30,0.00,88200,0.00
2017-01-08 20:00:00,1.08,-5.90,68.40,0.00,88210,0.00
2017-01-08 21:00:00,0.97,-6.30,68.80,0.00,88270,0.00
2017-01-08 22:00:00,1.18,-6.60,66.40,0.00,88300,0.00
2017-01-08 23:00:00,0.97,-6.90,66.50,0.00,88310,0.00
2017-01-09 00:00:00,1.08,-7.40,68.20,0.00,88330,0.00
2017-01-09 01:00:00,1.08,-7.60,68.30,0.00,88290,0.00
2017-01-09 02:00:00,1.08,-7.90,69.50,0.00,88270,0.00
2017-01-09 03:00:00,0.97,-8.20,71.00,0.00,88240,0.00
2017-01-09 04:00:00,0.75,-8.50,70.50,0.00,88200,0.00
2017-01-09 05:00:00,0.65,-8.90,71.20,0.00,88150,0.00
2017-01-09 06:00:00,0.65,-9.20,72.80,0.00,88090,0.00
2017-01-09 07:00:00,0.54,-9.30,73.10,0.00,88050,0.00
2017-01-09 08:00:00,0.43,-9.40,75.10,0.00,88060,0.00
2017-01-09 09:00:00,0.43,-8.80,70.90,5.56,88050,0.00
2017-01-09 10:00:00,0.54,-8.30,72.00,11.11,88050,0.00
2017-01-09 11:00:00,0.11,-8.20,74.90,13.89,88020,0.00
2017-01-09 12:00:00,0.65,-6.60,62.80,11.11,88000,0.00
2017-01-09 13:00:00,0.43,-5.40,54.80,11.11,87900,0.00
2017-01-09 14:00:00,0.65,-3.90,39.90,11.11,87840,0.00
2017-01-09 15:00:00,1.08,-2.80,36.10,11.11,87810,0.00
2017-01-09 16:00:00,1.08,-3.00,41.30,8.33,87780,0.00
2017-01-09 17:00:00,0.75,-3.90,44.20,0.00,87780,0.00
2017-01-09 18:00:00,0.65,-4.80,49.60,0.00,87770,0.00
2017-01-09 19:00:00,0.43,-5.80,55.20,0.00,87760,0.00
2017-01-09 20:00:00,0.32,-6.50,57.20,0.00,87730,0.00
2017-01-09 21:00:00,0.32,-7.00,59.10,0.00,87700,0.00
2017-01-09 22:00:00,0.22,-7.50,62.50,0.00,87640,0.00
2017-01-09 23:00:00,0.32,-8.00,64.70,0.00,87600,0.00
2017-01-10 00:00:00,0.00,-8.80,68.60,0.00,87550,0.00
2017-01-10 01:00:00,0.11,-8.90,70.10,0.00,87490,0.00
2017-01-10 02:00:00,0.22,-9.30,68.80,0.00,87420,0.00
2017-01-10 03:00:00,0.22,-9.40,67.40,0.00,87400,0.00
2017-01-10 04:00:00,0.00,-9.50,67.50,0.00,87360,0.00
2017-01-10 05:00:00,0.22,-9.30,66.50,0.00,87330,0.00
2017-01-10 06:00:00,0.11,-9.40,68.10,0.00,87260,0.00
2017-01-10 07:00:00,0.43,-8.90,68.30,0.00,87240,0.00
2017-01-10 08:00:00,0.32,-8.40,67.00,0.00,87240,0.00
2017-01-10 09:00:00,0.43,-8.50,64.20,11.11,87240,0.00
2017-01-10 10:00:00,0.32,-8.00,62.70,63.89,87230,0.00
2017-01-10 11:00:00,0.22,-6.20,53.80,108.33,87210,0.00
2017-01-10 12:00:00,0.11,-5.00,49.90,86.11,87160,0.00
2017-01-10 13:00:00,0.65,-5.50,52.70,41.67,87100,0.00
2017-01-10 14:00:00,0.75,-6.00,53.90,27.78,87020,0.00
2017-01-10 15:00:00,0.65,-6.10,57.50,22.22,86980,0.00
2017-01-10 16:00:00,0.54,-6.60,63.00,8.33,86960,0.00
2017-01-10 17:00:00,0.75,-7.50,66.40,0.00,86960,0.00
2017-01-10 18:00:00,0.75,-8.60,69.60,0.00,87000,0.00
2017-01-10 19:00:00,0.54,-9.20,71.70,0.00,87060,0.00
2017-01-10 20:00:00,0.54,-9.80,74.30,0.00,87070,0.00
2017-01-10 21:00:00,0.32,-10.20,75.90,0.00,87120,0.00
2017-01-10 22:00:00,0.54,-9.20,73.20,0.00,87150,0.00
2017-01-10 23:00:00,0.32,-8.20,70.30,0.00,87170,0.00
2017-01-11 00:00:00,0.97,-6.80,66.40,0.00,87210,0.00
2017-01-11 01:00:00,0.97,-6.10,62.30,0.00,87250,0.00
2017-01-11 02:00:00,0.54,-6.40,64.00,0.00,87290,0.00
2017-01-11 03:00:00,0.43,-6.70,65.30,0.00,87330,0.00
2017-01-11 04:00:00,0.86,-6.60,64.00,0.00,87350,0.00
2017-01-11 05:00:00,0.97,-6.50,64.30,0.00,87370,0.00
2017-01-11 06:00:00,1.29,-6.50,64.20,0.00,87400,0.00
2017-01-11 07:00:00,1.40,-6.50,63.10,0.00,87460,0.00
2017-01-11 08:00:00,0.65,-6.30,64.70,0.00,87520,0.00
2017-01-11 09:00:00,0.65,-6.20,65.30,2.78,87590,0.00
2017-01-11 10:00:00,1.08,-5.90,62.40,47.22,87640,0.00
2017-01-11 11:00:00,1.08,-5.70,61.20,86.11,87690,0.00
2017-01-11 12:00:00,1.29,-6.20,76.70,36.11,87680,0.00
2017-01-11 13:00:00,0.65,-6.80,75.60,33.33,87610,0.00
2017-01-11 14:00:00,0.65,-6.60,72.40,44.44,87550,0.00
2017-01-11 15:00:00,0.43,-6.40,73.70,41.67,87520,0.00
2017-01-11 16:00:00,0.32,-5.80,72.50,44.44,87460,0.00
2017-01-11 17:00:00,0.54,-6.60,75.90,2.78,87480,0.00
2017-01-11 18:00:00,0.65,-7.70,80.60,0.00,87460,0.00
2017-01-11 19:00:00,0.65,-8.50,83.80,0.00,87450,0.00
2017-01-11 20:00:00,0.43,-8.80,84.80,0.00,87410,0.00
2017-01-11 21:00:00,0.65,-9.30,86.00,0.00,87390,0.00
2017-01-11 22:00:00,0.54,-9.50,85.90,0.00,87360,0.00
2017-01-11 23:00:00,0.54,-8.90,85.40,0.00,87370,0.00
2017-01-12 00:00:00,0.75,-9.40,86.10,0.00,87400,0.00
2017-01-12 01:00:00,0.65,-9.50,87.10,0.00,87390,0.00
2017-01-12 02:00:00,0.54,-9.40,87.40,0.00,87360,0.00
2017-01-12 03:00:00,0.86,-9.60,87.00,0.00,87380,0.00
2017-01-12 04:00:00,0.97,-9.80,87.10,0.00,87380,0.00
2017-01-12 05:00:00,0.54,-9.80,87.70,0.00,87360,0.00
2017-01-12 06:00:00,0.97,-9.60,88.20,0.00,87340,0.00
2017-01-12 07:00:00,0.86,-9.50,88.00,0.00,87390,0.00
2017-01-12 08:00:00,1.08,-9.30,88.60,0.00,87430,0.00
2017-01-12 09:00:00,0.65,-9.30,88.60,0.00,87480,0.00
2017-01-12 10:00:00,0.54,-8.90,89.20,0.00,87510,0.00
2017-01-12 11:00:00,0.54,-8.40,89.00,11.11,87550,0.00
2017-01-12 12:00:00,0.54,-7.50,90.10,11.11,87580,0.00
2017-01-12 13:00:00,0.75,-6.20,87.50,19.44,87540,0.00
2017-01-12 14:00:00,0.65,-4.80,77.70,16.67,87500,0.00
2017-01-12 15:00:00,0.65,-3.70,71.70,41.67,87480,0.00
2017-01-12 16:00:00,0.54,-3.90,74.60,13.89,87460,0.00
2017-01-12 17:00:00,0.43,-4.30,75.40,2.78,87430,0.00
2017-01-12 18:00:00,0.43,-5.00,78.90,0.00,87430,0.00
2017-01-12 19:00:00,0.65,-5.70,81.00,0.00,87400,0.00
2017-01-12 20:00:00,0.32,-5.80,82.10,0.00,87330,0.00
2017-01-12 21:00:00,0.32,-6.00,83.80,0.00,87250,0.00
2017-01-12 22:00:00,0.54,-6.00,84.10,0.00,87170,0.00
2017-01-12 23:00:00,0.54,-5.90,85.10,0.00,87100,0.00
2017-01-13 00:00:00,0.43,-5.80,86.40,0.00,87000,0.00
2017-01-13 01:00:00,0.43,-6.10,88.10,0.00,86910,0.00
2017-01-13 02:00:00,0.43,-6.10,89.20,0.00,86770,0.00
2017-01-13 03:00:00,0.65,-5.90,89.50,0.00,86660,0.00
2017-01-13 04:00:00,0.43,-5.80,89.70,0.00,86490,0.00
2017-01-13 05:00:00,0.65,-5.80,90.50,0.00,86330,0.00
2017-01-13 06:00:00,0.32,-5.40,91.00,0.00,86180,0.00
2017-01-13 07:00:00,0.54,-5.10,91.70,0.00,86110,0.20
2017-01-13 08:00:00,0.54,-5.70,92.90,0.00,86010,0.00
2017-01-13 09:00:00,0.43,-5.50,93.10,0.00,86000,0.00
2017-01-13 10:00:00,0.43,-4.60,92.10,5.56,86020,0.00
2017-01-13 11:00:00,0.75,-3.60,92.50,2.78,85980,0.00
2017-01-13 12:00:00,1.18,-3.60,93.30,0.00,85980,1.20
2017-01-13 13:00:00,0.54,-3.80,93.90,0.00,86000,0.60
2017-01-13 14:00:00,0.32,-3.10,93.30,0.00,86030,0.00
2017-01-13 15:00:00,0.43,-3.00,91.70,0.00,86060,0.00
2017-01-13 16:00:00,0.65,-3.40,89.40,0.00,86060,0.00
2017-01-13 17:00:00,0.54,-4.20,90.70,0.00,86060,0.00
2017-01-13 18:00:00,0.65,-5.40,90.40,0.00,86090,0.00
2017-01-13 19:00:00,0.75,-6.30,91.30,0.00,86140,0.00
2017-01-13 20:00:00,1.08,-6.90,88.40,0.00,86190,0.00
2017-01-13 21:00:00,0.75,-7.40,89.10,0.00,86240,0.00
2017-01-13 22:00:00,0.86,-7.70,87.70,0.00,86300,0.00
2017-01-13 23:00:00,0.97,-7.50,86.80,0.00,86370,0.00
2017-01-14 00:00:00,0.86,-8.20,85.90,0.00,86430,0.00
2017-01-14 01:00:00,0.65,-9.30,86.20,0.00,86460,0.00
2017-01-14 02:00:00,0.97,-10.00,83.10,0.00,86500,0.00
2017-01-14 03:00:00,0.43,-10.70,85.00,0.00,86580,0.00
2017-01-14 04:00:00,0.54,-10.60,84.50,0.00,86570,0.00
2017-01-14 05:00:00,0.75,-10.60,82.60,0.00,86570,0.00
2017-01-14 06:00:00,0.65,-10.40,82.50,0.00,86610,0.00
2017-01-14 07:00:00,0.43,-10.10,82.20,0.00,86660,0.00
2017-01-14 08:00:00,0.75,-10.40,83.10,0.00,86690,0.00
2017-01-14 09:00:00,0.65,-11.00,83.30,0.00,86740,0.00
2017-01-14 10:00:00,0.75,-10.40,83.50,0.00,86800,0.00
2017-01-14 11:00:00,0.43,-9.50,81.50,11.11,86850,0.00
2017-01-14 12:00:00,0.86,-6.80,80.00,25.00,86860,0.00
2017-01-14 13:00:00,0.75,-4.30,74.90,27.78,86860,0.00
2017-01-14 14:00:00,0.86,-2.60,61.80,41.67,86870,0.00
2017-01-14 15:00:00,1.29,-2.20,60.70,33.33,86910,0.00
2017-01-14 16:00:00,0.86,-2.80,65.10,13.89,86970,0.00
2017-01-14 17:00:00,0.86,-4.40,78.30,0.00,87010,0.00
2017-01-14 18:00:00,0.65,-5.30,78.80,0.00,87060,0.00
2017-01-14 19:00:00,0.65,-6.00,78.50,0.00,87120,0.00
2017-01-14 20:00:00,0.65,-6.40,78.00,0.00,87150,0.00
2017-01-14 21:00:00,0.43,-6.90,78.90,0.00,87180,0.00
2017-01-14 22:00:00,0.54,-7.10,76.90,0.00,87230,0.00
2017-01-14 23:00:00,0.65,-7.20,74.90,0.00,87270,0.00
2017-01-15 00:00:00,0.54,-7.60,75.60,0.00,87300,0.00
2017-01-15 01:00:00,0.43,-7.70,75.40,0.00,87310,0.00
2017-01-15 02:00:00,0.54,-8.40,76.40,0.00,87330,0.00
2017-01-15 03:00:00,0.65,-8.80,75.00,0.00,87370,0.00
2017-01-15 04:00:00,0.32,-8.90,75.00,0.00,87390,0.00
2017-01-15 05:00:00,0.32,-8.40,74.40,0.00,87400,0.00
2017-01-15 06:00:00,0.43,-8.40,74.10,0.00,87420,0.00
2017-01-15 07:00:00,0.54,-8.70,74.10,0.00,87460,0.00
2017-01-15 08:00:00,0.54,-8.90,73.40,0.00,87490,0.00
2017-01-15 09:00:00,0.32,-9.10,72.90,5.56,87550,0.00
2017-01-15 10:00:00,0.43,-9.50,73.40,2.78,87600,0.00
2017-01-15 11:00:00,0.43,-9.60,74.50,0.00,87630,0.00
2017-01-15 12:00:00,0.65,-9.10,72.20,0.00,87640,0.00
2017-01-15 13:00:00,0.86,-8.00,57.80,0.00,87610,0.00
2017-01-15 14:00:00,0.97,-7.20,52.20,0.00,87590,0.00
2017-01-15 15:00:00,1.29,-6.90,51.00,0.00,87580,0.00
2017-01-15 16:00:00,0.86,-7.20,58.50,0.00,87610,0.00
2017-01-15 17:00:00,0.97,-8.20,64.00,0.00,87620,0.00
2017-01-15 18:00:00,1.18,-9.20,65.50,0.00,87650,0.00
2017-01-15 19:00:00,0.97,-9.80,64.70,0.00,87680,0.00
2017-01-15 20:00:00,0.54,-10.40,67.30,0.00,87710,0.00
2017-01-15 21:00:00,0.75,-10.80,66.00,0.00,87710,0.00
2017-01-15 22:00:00,1.08,-10.90,64.70,0.00,87680,0.00
2017-01-15 23:00:00,0.97,-11.20,65.20,0.00,87670,0.00
2017-01-16 00:00:00,0.97,-11.40,66.30,0.00,87640,0.00
2017-01-16 01:00:00,0.86,-11.70,65.70,0.00,87610,0.00
2017-01-16 02:00:00,0.65,-11.80,66.40,0.00,87580,0.00
2017-01-16 03:00:00,0.65,-11.90,63.20,0.00,87580,0.00
2017-01-16 04:00:00,0.86,-11.90,62.90,0.00,87560,0.00
2017-01-16 05:00:00,0.97,-12.00,64.40,0.00,87510,0.00
2017-01-16 06:00:00,0.54,-12.30,66.00,0.00,87470,0.00
2017-01-16 07:00:00,0.43,-12.90,66.60,0.00,87490,0.00
2017-01-16 08:00:00,0.65,-12.80,68.40,0.00,87510,0.00
2017-01-16 09:00:00,0.65,-12.80,67.20,0.00,87510,0.00
2017-01-16 10:00:00,0.54,-12.80,67.80,0.00,87530,0.00
2017-01-16 11:00:00,1.08,-12.50,67.80,0.00,87520,0.00
2017-01-16 12:00:00,1.08,-10.10,57.90,8.33,87470,0.00
2017-01-16 13:00:00,1.83,-6.30,30.90,11.11,87420,0.00
2017-01-16 14:00:00,2.58,-5.00,23.60,19.44,87370,0.00
